Date,Last/Close,Open,High,Low,Volume
09/6/2005,3636.5,3659.8,3664.45,3609.75,10514008.0
10/6/2005,3593.55,3640.05,3665.8,3585.8,9975645.0
13/6/2005,3642.9,3593.9,3648.4,3556.7,6946259.0
14/6/2005,3689.8,3649.05,3696.35,3637.7,10532197.0
15/6/2005,3683.85,3700.8,3703.75,3662.85,9354105.0
16/6/2005,3618.8,3684.4,3685.75,3607.2,8887247.0
17/6/2005,3595.8,3625.1,3627.45,3581.8,8872499.0
20/6/2005,3531.75,3600.9,3627.35,3518.95,8406811.0
21/6/2005,3577.5,3529.05,3587.1,3529.05,6610719.0
22/6/2005,3560.9,3578.65,3614.95,3546.95,10434064.0
23/6/2005,3610.1,3561.25,3614.9,3537.8,12911799.0
24/6/2005,3599.1,3612.0,3627.85,3571.9,8352875.0
27/6/2005,3596.5,3599.0,3620.35,3579.35,8405733.0
28/6/2005,3557.8,3616.75,3616.75,3547.85,9516398.0
29/6/2005,3586.65,3561.55,3590.75,3542.4,6802672.0
30/6/2005,3638.4,3585.55,3657.8,3585.55,15285791.0
01/7/2005,3678.9,3626.65,3704.35,3607.7,11481233.0
04/7/2005,3721.5,3684.05,3725.6,3684.05,8727033.0
05/7/2005,3702.05,3722.0,3749.55,3646.95,8956037.0
06/7/2005,3759.3,3701.8,3768.45,3701.8,9068567.0
07/7/2005,3721.15,3768.9,3796.9,3700.8,16758238.0
08/7/2005,3772.2,3726.55,3781.15,3726.55,10107353.0
11/7/2005,3844.95,3774.45,3855.95,3774.45,12191618.0
12/7/2005,3892.25,3854.4,3907.75,3835.05,14149106.0
13/7/2005,3897.55,3907.8,3927.55,3875.2,14253768.0
14/7/2005,3841.9,3900.5,3907.9,3832.55,10951859.0
15/7/2005,3834.85,3823.5,3845.7,3808.6,7780374.0
18/7/2005,3849.5,3837.45,3869.45,3835.95,8605154.0
19/7/2005,3877.75,3850.8,3885.8,3839.8,12443546.0
20/7/2005,3891.15,3888.8,3930.95,3883.25,10159931.0
21/7/2005,3847.85,3893.95,3926.9,3830.6,6728846.0
22/7/2005,3949.45,3854.95,3955.3,3823.85,11521502.0
25/7/2005,4105.25,3954.25,4124.65,3954.25,21345674.0
26/7/2005,4189.5,4087.1,4209.1,4049.95,29381360.0
27/7/2005,4298.0,4155.3,4329.95,4133.65,21626315.0
29/7/2005,4361.15,4267.95,4431.95,4224.35,46503149.0
01/8/2005,4336.0,4349.6,4364.1,4272.65,26456896.0
02/8/2005,4320.0,4329.45,4367.25,4304.2,17800812.0
03/8/2005,4316.0,4325.55,4370.5,4304.0,22056128.0
04/8/2005,4297.35,4366.5,4367.2,4281.15,12115333.0
05/8/2005,4277.15,4270.25,4349.05,4262.85,15018532.0
08/8/2005,4117.25,4359.05,4359.05,4101.8,13992947.0
09/8/2005,4110.85,4126.35,4173.55,4071.95,16009643.0
10/8/2005,4213.1,4119.85,4223.05,4119.85,10277978.0
11/8/2005,4265.25,4219.5,4317.1,4200.45,19574066.0
12/8/2005,4263.25,4269.9,4303.15,4249.65,14307140.0
16/8/2005,4213.0,4264.55,4277.45,4201.45,7402481.0
17/8/2005,4224.55,4219.5,4244.9,4181.55,9322858.0
18/8/2005,4222.75,4228.65,4317.1,4201.2,11404326.0
19/8/2005,4174.9,4228.5,4234.9,4167.55,8624484.0
22/8/2005,4113.15,4196.75,4212.2,4097.9,7121019.0
23/8/2005,4036.05,4118.85,4142.3,4024.85,8591699.0
24/8/2005,4014.2,4037.9,4053.45,3952.5,12928282.0
25/8/2005,4038.05,4020.55,4048.45,3985.35,17284632.0
26/8/2005,4042.25,4038.5,4076.75,4015.95,9332885.0
29/8/2005,3981.2,4042.85,4043.5,3958.3,9508984.0
30/8/2005,4046.4,3983.65,4065.0,3983.65,7120750.0
31/8/2005,4062.6,4048.65,4067.55,4034.15,6593214.0
01/9/2005,4064.65,4063.85,4111.15,4054.55,6078485.0
02/9/2005,4089.45,4075.8,4104.9,4038.9,7784260.0
05/9/2005,4129.35,4096.35,4147.45,4096.35,6787944.0
06/9/2005,4169.1,4212.95,4212.95,4131.8,6792504.0
08/9/2005,4222.05,4173.85,4224.15,4172.3,6767972.0
09/9/2005,4314.15,4225.15,4334.2,4189.4,13809565.0
12/9/2005,4363.15,4318.8,4369.2,4311.45,12018050.0
13/9/2005,4408.05,4361.05,4417.55,4330.2,16198329.0
14/9/2005,4424.8,4401.75,4473.6,4373.05,16978888.0
15/9/2005,4452.3,4437.05,4458.4,4421.75,8536851.0
16/9/2005,4485.15,4488.7,4497.5,4426.7,8721616.0
19/9/2005,4538.0,4487.25,4550.45,4474.6,11342997.0
20/9/2005,4612.0,4531.7,4630.9,4474.25,14893598.0
21/9/2005,4568.15,4599.75,4641.25,4477.65,21553364.0
22/9/2005,4420.25,4562.8,4571.9,4391.4,16494846.0
23/9/2005,4397.95,4409.1,4451.65,4295.6,10796958.0
26/9/2005,4486.45,4407.55,4495.8,4406.5,7063643.0
27/9/2005,4549.5,4446.25,4572.45,4446.25,13287291.0
28/9/2005,4604.05,4550.8,4611.2,4544.4,13070779.0
