Date,Last/Close,Open,High,Low
01/1/2003,1000.0,0.0,0.0,0.0
02/1/2003,1008.03,0.0,0.0,0.0
03/1/2003,1004.49,0.0,0.0,0.0
06/1/2003,999.85,0.0,0.0,0.0
07/1/2003,997.81,0.0,0.0,0.0
08/1/2003,1005.31,0.0,0.0,0.0
09/1/2003,1013.33,0.0,0.0,0.0
10/1/2003,998.61,0.0,0.0,0.0
13/1/2003,993.25,0.0,0.0,0.0
14/1/2003,997.95,0.0,0.0,0.0
15/1/2003,1003.67,0.0,0.0,0.0
16/1/2003,1006.77,0.0,0.0,0.0
17/1/2003,1005.35,0.0,0.0,0.0
20/1/2003,996.65,0.0,0.0,0.0
21/1/2003,998.93,0.0,0.0,0.0
22/1/2003,1002.35,0.0,0.0,0.0
23/1/2003,991.66,0.0,0.0,0.0
24/1/2003,977.08,0.0,0.0,0.0
27/1/2003,959.04,0.0,0.0,0.0
28/1/2003,967.5,0.0,0.0,0.0
29/1/2003,960.29,0.0,0.0,0.0
30/1/2003,957.81,0.0,0.0,0.0
31/1/2003,963.55,0.0,0.0,0.0
03/2/2003,976.04,0.0,0.0,0.0
04/2/2003,975.5,0.0,0.0,0.0
05/2/2003,968.92,0.0,0.0,0.0
06/2/2003,983.24,0.0,0.0,0.0
07/2/2003,977.81,0.0,0.0,0.0
10/2/2003,968.65,0.0,0.0,0.0
11/2/2003,967.91,0.0,0.0,0.0
12/2/2003,964.5,0.0,0.0,0.0
14/2/2003,955.96,0.0,0.0,0.0
17/2/2003,977.23,0.0,0.0,0.0
18/2/2003,978.53,0.0,0.0,0.0
19/2/2003,984.12,0.0,0.0,0.0
20/2/2003,985.35,0.0,0.0,0.0
21/2/2003,985.39,0.0,0.0,0.0
24/2/2003,989.11,0.0,0.0,0.0
25/2/2003,975.53,0.0,0.0,0.0
26/2/2003,969.63,0.0,0.0,0.0
27/2/2003,973.72,0.0,0.0,0.0
28/2/2003,982.26,0.0,0.0,0.0
03/3/2003,978.59,0.0,0.0,0.0
04/3/2003,967.64,0.0,0.0,0.0
05/3/2003,962.17,0.0,0.0,0.0
06/3/2003,953.68,0.0,0.0,0.0
07/3/2003,940.15,0.0,0.0,0.0
10/3/2003,929.62,0.0,0.0,0.0
11/3/2003,936.82,0.0,0.0,0.0
12/3/2003,925.57,0.0,0.0,0.0
13/3/2003,923.54,0.0,0.0,0.0
17/3/2003,917.41,0.0,0.0,0.0
19/3/2003,926.72,0.0,0.0,0.0
20/3/2003,945.8,0.0,0.0,0.0
21/3/2003,950.95,0.0,0.0,0.0
22/3/2003,957.54,0.0,0.0,0.0
24/3/2003,936.1,0.0,0.0,0.0
25/3/2003,933.76,0.0,0.0,0.0
26/3/2003,935.77,0.0,0.0,0.0
27/3/2003,926.25,0.0,0.0,0.0
28/3/2003,923.84,0.0,0.0,0.0
31/3/2003,902.42,0.0,0.0,0.0
01/4/2003,908.29,0.0,0.0,0.0
02/4/2003,922.88,0.0,0.0,0.0
03/4/2003,932.4,0.0,0.0,0.0
04/4/2003,940.9,0.0,0.0,0.0
07/4/2003,954.59,0.0,0.0,0.0
08/4/2003,943.4,0.0,0.0,0.0
09/4/2003,931.35,0.0,0.0,0.0
10/4/2003,893.81,0.0,0.0,0.0
11/4/2003,883.91,0.0,0.0,0.0
15/4/2003,885.08,0.0,0.0,0.0
16/4/2003,891.51,0.0,0.0,0.0
17/4/2003,876.31,0.0,0.0,0.0
21/4/2003,882.74,0.0,0.0,0.0
22/4/2003,879.56,0.0,0.0,0.0
23/4/2003,870.59,0.0,0.0,0.0
24/4/2003,867.14,0.0,0.0,0.0
25/4/2003,863.15,0.0,0.0,0.0
28/4/2003,869.41,0.0,0.0,0.0
29/4/2003,870.53,0.0,0.0,0.0
30/4/2003,872.71,0.0,0.0,0.0
02/5/2003,878.36,0.0,0.0,0.0
05/5/2003,886.84,0.0,0.0,0.0
06/5/2003,892.99,0.0,0.0,0.0
07/5/2003,890.79,0.0,0.0,0.0
08/5/2003,883.17,0.0,0.0,0.0
09/5/2003,881.34,0.0,0.0,0.0
12/5/2003,883.21,0.0,0.0,0.0
13/5/2003,890.81,0.0,0.0,0.0
14/5/2003,900.16,0.0,0.0,0.0
15/5/2003,907.95,0.0,0.0,0.0
16/5/2003,918.13,0.0,0.0,0.0
19/5/2003,911.86,0.0,0.0,0.0
20/5/2003,917.71,0.0,0.0,0.0
21/5/2003,917.95,0.0,0.0,0.0
22/5/2003,915.95,0.0,0.0,0.0
23/5/2003,921.08,0.0,0.0,0.0
26/5/2003,935.47,0.0,0.0,0.0
27/5/2003,929.39,0.0,0.0,0.0
28/5/2003,944.4,0.0,0.0,0.0
29/5/2003,956.78,0.0,0.0,0.0
30/5/2003,959.99,0.0,0.0,0.0
02/6/2003,962.2,0.0,0.0,0.0
03/6/2003,960.88,0.0,0.0,0.0
04/6/2003,970.66,0.0,0.0,0.0
05/6/2003,981.06,0.0,0.0,0.0
06/6/2003,989.55,0.0,0.0,0.0
09/6/2003,997.23,0.0,0.0,0.0
10/6/2003,981.24,0.0,0.0,0.0
11/6/2003,988.66,0.0,0.0,0.0
12/6/2003,995.6,0.0,0.0,0.0
13/6/2003,998.94,0.0,0.0,0.0
16/6/2003,993.92,0.0,0.0,0.0
17/6/2003,1021.4,0.0,0.0,0.0
18/6/2003,1025.19,0.0,0.0,0.0
19/6/2003,1032.92,0.0,0.0,0.0
20/6/2003,1040.71,0.0,0.0,0.0
23/6/2003,1032.37,0.0,0.0,0.0
24/6/2003,1029.93,0.0,0.0,0.0
25/6/2003,1048.82,0.0,0.0,0.0
26/6/2003,1056.51,0.0,0.0,0.0
27/6/2003,1065.13,0.0,0.0,0.0
30/6/2003,1073.41,0.0,0.0,0.0
01/7/2003,1072.36,0.0,0.0,0.0
02/7/2003,1077.43,0.0,0.0,0.0
03/7/2003,1089.19,0.0,0.0,0.0
04/7/2003,1084.27,0.0,0.0,0.0
07/7/2003,1088.83,0.0,0.0,0.0
