Date,Last/Close,Open,High,Low,Volume
03/1/2000,3042.55,,,,
04/1/2000,3024.52,,,,
05/1/2000,2970.1,,,,
06/1/2000,3126.57,,,,
07/1/2000,3268.81,,,,
10/1/2000,3363.99,,,,
11/1/2000,3314.28,,,,
12/1/2000,3520.11,,,,
13/1/2000,3576.05,,,,
14/1/2000,3523.19,,,,
17/1/2000,3389.05,,,,
18/1/2000,3372.25,,,,
19/1/2000,3342.19,,,,
20/1/2000,3302.19,,,,
21/1/2000,3358.57,,,,
24/1/2000,3334.0,,,,
25/1/2000,3250.35,,,,
27/1/2000,3280.31,,,,
28/1/2000,3189.83,,,,
31/1/2000,3087.37,,,,
01/2/2000,3013.22,,,,
02/2/2000,3096.95,,,,
03/2/2000,3086.15,,,,
04/2/2000,3006.57,,,,
07/2/2000,3005.16,,,,
08/2/2000,2999.05,,,,
09/2/2000,3149.95,,,,
10/2/2000,3142.71,,,,
11/2/2000,3235.86,,,,
14/2/2000,3125.93,,,,
15/2/2000,3170.5,,,,
16/2/2000,3186.57,,,,
17/2/2000,3241.91,,,,
18/2/2000,3320.57,,,,
21/2/2000,3457.66,,,,
22/2/2000,3563.77,,,,
23/2/2000,3475.88,,,,
24/2/2000,3607.53,,,,
25/2/2000,3572.22,,,,
28/2/2000,3510.76,,,,
29/2/2000,3303.59,,,,
01/3/2000,3406.78,,,,
02/3/2000,3220.32,,,,
03/3/2000,3011.22,,,,
06/3/2000,2925.69,,,,
07/3/2000,2953.92,,,,
08/3/2000,2986.28,,,,
09/3/2000,2933.1,,,,
10/3/2000,2973.31,,,,
13/3/2000,3051.06,,,,
14/3/2000,3241.52,,,,
15/3/2000,3370.84,,,,
16/3/2000,3329.42,,,,
21/3/2000,3198.89,,,,
22/3/2000,3133.43,,,,
23/3/2000,3070.82,,,,
24/3/2000,3061.87,,,,
27/3/2000,2971.45,,,,
28/3/2000,2970.6,,,,
29/3/2000,2960.31,,,,
30/3/2000,2982.52,,,,
31/3/2000,2934.8,,,,
03/4/2000,3116.48,,,,
04/4/2000,2905.45,,,,
05/4/2000,2962.45,,,,
06/4/2000,2954.22,,,,
07/4/2000,3155.47,,,,
10/4/2000,3140.06,,,,
11/4/2000,3116.38,,,,
12/4/2000,3050.45,,,,
13/4/2000,2981.37,,,,
17/4/2000,2846.95,,,,
18/4/2000,2799.5,,,,
19/4/2000,2816.12,,,,
20/4/2000,2814.66,,,,
24/4/2000,2775.28,,,,
25/4/2000,2683.79,,,,
26/4/2000,2773.92,,,,
27/4/2000,2758.03,,,,
28/4/2000,2692.55,,,,
02/5/2000,2500.88,,,,
03/5/2000,2508.05,,,,
04/5/2000,2702.35,,,,
05/5/2000,2796.33,,,,
08/5/2000,2669.13,,,,
09/5/2000,2738.89,,,,
10/5/2000,2707.62,,,,
11/5/2000,2620.91,,,,
12/5/2000,2595.46,,,,
15/5/2000,2653.35,,,,
16/5/2000,2703.79,,,,
17/5/2000,2699.48,,,,
18/5/2000,2699.83,,,,
19/5/2000,2630.2,,,,
22/5/2000,2605.79,,,,
23/5/2000,2602.83,,,,
24/5/2000,2593.75,,,,
25/5/2000,2656.94,,,,
26/5/2000,2889.47,,,,
29/5/2000,2949.25,,,,
30/5/2000,3015.17,,,,
31/5/2000,3007.07,,,,
01/6/2000,2914.85,,,,
02/6/2000,2946.91,,,,
05/6/2000,2946.4,,,,
06/6/2000,2961.83,,,,
07/6/2000,2958.77,,,,
08/6/2000,3004.19,,,,
09/6/2000,2991.73,,,,
12/6/2000,2932.41,,,,
13/6/2000,2905.5,,,,
14/6/2000,2945.79,,,,
15/6/2000,2917.49,,,,
16/6/2000,2926.2,,,,
19/6/2000,2970.14,,,,
20/6/2000,2966.37,,,,
21/6/2000,2992.55,,,,
22/6/2000,3051.55,,,,
23/6/2000,3159.48,,,,
26/6/2000,3100.15,,,,
27/6/2000,3141.38,,,,
28/6/2000,3228.79,,,,
29/6/2000,3262.04,,,,
30/6/2000,3227.16,,,,
03/7/2000,3161.66,,,,
04/7/2000,3195.16,,,,
05/7/2000,3253.86,,,,
06/7/2000,3215.86,,,,
07/7/2000,3219.22,,,,
10/7/2000,3230.49,,,,
11/7/2000,3241.54,,,,
